id_wt,wort,aktualisiert,rechtschreibung,zertifikat,bedeutung_text,beispiel_text,star,stufe,bedeutung,beispiel
67,Beschwerde,1,Beschwerde,0,"Be­schwer­de, die : 
Klage, mit der man sich [an höherer Stelle] über jemanden, etwas beschwert

Betonung: 
Beschwe̲rde [sound:ID4135031_275372858.mp3]
",die Beschwerde ist unbegründet,,3,"Be­schwer­de, die : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">Klage, mit der man sich [an höherer Stelle] über jemanden, etwas beschwert</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Beschwe̲rde</span></em> <span>[sound:ID4135031_275372858.mp3]</span></dd>
</dl></br>","<div class=""Beschwerde""></div><span class=""beispiel""><span class=""font_normal"">die Beschwerde ist unbegründet</span></span>"
68,Betreuer,1,Betreuer,1,,,,5,,
69,Betriebssystem,1,Betriebssystem,0,,,,7,,
70,Betrug,1,Betrug,0,"Be­trug, der : bewusste Täuschung, Irreführung einer anderen Person
Betonung: 
Betru̲g [sound:ID4109558_260090536.mp3]
","ein raffiniert angelegter, ausgeführter Betrug",,5,"Be­trug, der : <div class=""content"">bewusste Täuschung, Irreführung einer anderen Person</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Betru̲g</span></em> <span>[sound:ID4109558_260090536.mp3]</span></dd>
</dl></br>","<div class=""Betrug""></div><span class=""beispiel""><span class=""font_normal"">ein raffiniert angelegter, ausgeführter Betrug</span></span>"
70,Betrug,1,Betrug,0,"Be­trug, der : bewusste Täuschung, Irreführung einer anderen Person
Betonung: 
Betru̲g [sound:ID4109558_260090536.mp3]
",das ist [glatter] Betrug!,,5,"Be­trug, der : <div class=""content"">bewusste Täuschung, Irreführung einer anderen Person</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Betru̲g</span></em> <span>[sound:ID4109558_260090536.mp3]</span></dd>
</dl></br>","<div class=""Betrug""></div><span class=""beispiel""><span class=""font_normal"">das ist [glatter] Betrug!</span></span>"
70,Betrug,1,Betrug,0,"Be­trug, der : bewusste Täuschung, Irreführung einer anderen Person
Betonung: 
Betru̲g [sound:ID4109558_260090536.mp3]
",Betrug begehen,,5,"Be­trug, der : <div class=""content"">bewusste Täuschung, Irreführung einer anderen Person</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Betru̲g</span></em> <span>[sound:ID4109558_260090536.mp3]</span></dd>
</dl></br>","<div class=""Betrug""></div><span class=""beispiel""><span class=""font_normal"">Betrug begehen</span></span>"
70,Betrug,1,Betrug,0,"Be­trug, der : bewusste Täuschung, Irreführung einer anderen Person
Betonung: 
Betru̲g [sound:ID4109558_260090536.mp3]
",er ist wegen mehrfachen Betrugs angeklagt,,5,"Be­trug, der : <div class=""content"">bewusste Täuschung, Irreführung einer anderen Person</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Betru̲g</span></em> <span>[sound:ID4109558_260090536.mp3]</span></dd>
</dl></br>","<div class=""Betrug""></div><span class=""beispiel""><span class=""font_normal"">er ist wegen mehrfachen Betrugs angeklagt</span></span>"
70,Betrug,1,Betrug,0,"Be­trug, der : bewusste Täuschung, Irreführung einer anderen Person
Betonung: 
Betru̲g [sound:ID4109558_260090536.mp3]
",auf diesen Betrug falle ich nicht herein,,5,"Be­trug, der : <div class=""content"">bewusste Täuschung, Irreführung einer anderen Person</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Betru̲g</span></em> <span>[sound:ID4109558_260090536.mp3]</span></dd>
</dl></br>","<div class=""Betrug""></div><span class=""beispiel""><span class=""font_normal"">auf diesen Betrug falle ich nicht herein</span></span>"
71,Bewerbungsfrist,1,Bewerbungsfrist,0,,,,5,,
72,Brennstoff,1,Brennstoff,0,"Brenn­stoff, der : 
leicht brennbarer Stoff zur Wärmeerzeugung

Betonung: 
Brẹnnstoff [sound:ID4136174_475528801.mp3]
",fossile Brennstoffe,,5,"Brenn­stoff, der : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">leicht brennbarer Stoff zur Wärmeerzeugung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Brẹnnstoff</span></em> <span>[sound:ID4136174_475528801.mp3]</span></dd>
</dl></br>","<div class=""Brennstoff""></div><span class=""beispiel""><span class=""font_normal"">fossile Brennstoffe</span></span>"
73,Broschüre,1,Broschuere,1,,,,7,,
74,Bruttosozialprodukt,1,Bruttosozialprodukt,0,,,,7,,
75,Chaos,1,Chaos,0,"Cha­os, das : Abwesenheit, Auflösung aller Ordnung; völliges Durcheinander
Lautschrift: 
[ˈkaːɔs] [sound:ID4107263_234641453.mp3]
",das Chaos des Krieges,,5,"Cha­os, das : <div class=""content"">Abwesenheit, Auflösung aller Ordnung; völliges Durcheinander</div><br><dl>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈkaːɔs</span></em>] <span>[sound:ID4107263_234641453.mp3]</span></dd>
</dl></br>","<div class=""Chaos""></div><span class=""beispiel""><span class=""font_normal"">das Chaos des Krieges</span></span>"
75,Chaos,1,Chaos,0,"Cha­os, das : Abwesenheit, Auflösung aller Ordnung; völliges Durcheinander
Lautschrift: 
[ˈkaːɔs] [sound:ID4107263_234641453.mp3]
","ein Chaos auslösen, heraufbeschwören",,5,"Cha­os, das : <div class=""content"">Abwesenheit, Auflösung aller Ordnung; völliges Durcheinander</div><br><dl>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈkaːɔs</span></em>] <span>[sound:ID4107263_234641453.mp3]</span></dd>
</dl></br>","<div class=""Chaos""></div><span class=""beispiel""><span class=""font_normal"">ein Chaos auslösen, heraufbeschwören</span></span>"
75,Chaos,1,Chaos,0,"Cha­os, das : Abwesenheit, Auflösung aller Ordnung; völliges Durcheinander
Lautschrift: 
[ˈkaːɔs] [sound:ID4107263_234641453.mp3]
",Ordnung in das Chaos bringen,,5,"Cha­os, das : <div class=""content"">Abwesenheit, Auflösung aller Ordnung; völliges Durcheinander</div><br><dl>
<dt class=""label"">Lautschrift: </dt>
<dd class=""lautschrift"">[<em><span class=""font_ph"">ˈkaːɔs</span></em>] <span>[sound:ID4107263_234641453.mp3]</span></dd>
</dl></br>","<div class=""Chaos""></div><span class=""beispiel""><span class=""font_normal"">Ordnung in das Chaos bringen</span></span>"
76,Chirurgie,1,Chirurgie,0,"Chi­r­ur­gie, die : 
[Lehre von der] Behandlung von Störungen und Veränderungen im Bereich des Organismus durch mechanische oder instrumentelle, operative EingriffeGrammatikohne Plural

Betonung: 
Chirurgi̲e̲ [sound:ID4111785_380531364.mp3]
",sie ist Fachärztin für Chirurgie,,7,"Chi­r­ur­gie, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">[Lehre von der] Behandlung von Störungen und Veränderungen im Bereich des Organismus durch mechanische oder instrumentelle, operative Eingriffe<div class=""Grammatik""><h3>Grammatik</h3><dl>ohne Plural</dl></div></span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Chirurgi̲e̲</span></em> <span>[sound:ID4111785_380531364.mp3]</span></dd>
</dl></br>","<div class=""Chirurgie""></div><span class=""beispiel""><span class=""font_normal"">sie ist Fachärztin für Chirurgie</span></span>"
76,Chirurgie,1,Chirurgie,0,"Chi­r­ur­gie, die : 
chirurgische Abteilung eines Krankenhauses

Betonung: 
Chirurgi̲e̲ [sound:ID4111785_380531364.mp3]
",der Patient wurde in die Chirurgie eingeliefert,,7,"Chi­r­ur­gie, die : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">chirurgische Abteilung eines Krankenhauses</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Chirurgi̲e̲</span></em> <span>[sound:ID4111785_380531364.mp3]</span></dd>
</dl></br>","<div class=""Chirurgie""></div><span class=""beispiel""><span class=""font_normal"">der Patient wurde in die Chirurgie eingeliefert</span></span>"
77,chronisch,1,chronisch,1,"chro­nisch : 
(von Krankheiten) sich langsam entwickelnd und lange dauernd

Betonung: 
chro̲nisch [sound:ID4136328_532408850.mp3]
",eine chronische Krankheit,,5,"chro­nisch : <div id=""Bedeutunga"">
<span class=""content"">(von Krankheiten) sich langsam entwickelnd und lange dauernd</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">chro̲nisch</span></em> <span>[sound:ID4136328_532408850.mp3]</span></dd>
</dl></br>","<div class=""chronisch""></div><span class=""beispiel""><span class=""font_normal"">eine chronische Krankheit</span></span>"
77,chronisch,1,chronisch,1,"chro­nisch : 
(von Krankheiten) sich langsam entwickelnd und lange dauernd

Betonung: 
chro̲nisch [sound:ID4136328_532408850.mp3]
","sein Husten ist chronisch, droht chronisch zu werden",,5,"chro­nisch : <div id=""Bedeutunga"">
<span class=""content"">(von Krankheiten) sich langsam entwickelnd und lange dauernd</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">chro̲nisch</span></em> <span>[sound:ID4136328_532408850.mp3]</span></dd>
</dl></br>","<div class=""chronisch""></div><span class=""beispiel""><span class=""font_normal"">sein Husten ist chronisch, droht chronisch zu werden</span></span>"
77,chronisch,1,chronisch,1,"chro­nisch : 
dauernd, ständig

Betonung: 
chro̲nisch [sound:ID4136328_532408850.mp3]
",ein chronisches Übel,,5,"chro­nisch : <div id=""Bedeutungb"">
<span class=""content"">dauernd, ständig</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">chro̲nisch</span></em> <span>[sound:ID4136328_532408850.mp3]</span></dd>
</dl></br>","<div class=""chronisch""></div><span class=""beispiel""><span class=""font_normal"">ein chronisches Übel</span></span>"
77,chronisch,1,chronisch,1,"chro­nisch : 
dauernd, ständig

Betonung: 
chro̲nisch [sound:ID4136328_532408850.mp3]
",er leidet an chronischem Geldmangel,,5,"chro­nisch : <div id=""Bedeutungb"">
<span class=""content"">dauernd, ständig</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">chro̲nisch</span></em> <span>[sound:ID4136328_532408850.mp3]</span></dd>
</dl></br>","<div class=""chronisch""></div><span class=""beispiel""><span class=""font_normal"">er leidet an chronischem Geldmangel</span></span>"
78,Definition,1,Definition,0,"De­fi­ni­ti­on, die : 
genaue Bestimmung eines Begriffes durch Auseinanderlegung, Erklärung seines Inhalts

Betonung: 
Definitio̲n [sound:ID4110283_454211667.mp3]
",diese Definition des Staatsbegriffs ist unbefriedigend,,5,"De­fi­ni­ti­on, die : <div id=""Bedeutung1a"">
<span class=""content"">genaue Bestimmung eines Begriffes durch Auseinanderlegung, Erklärung seines Inhalts</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Definitio̲n</span></em> <span>[sound:ID4110283_454211667.mp3]</span></dd>
</dl></br>","<div class=""Definition""></div><span class=""beispiel""><span class=""font_normal"">diese Definition des Staatsbegriffs ist unbefriedigend</span></span>"
78,Definition,1,Definition,0,"De­fi­ni­ti­on, die : 
genaue Bestimmung eines Begriffes durch Auseinanderlegung, Erklärung seines Inhalts

Betonung: 
Definitio̲n [sound:ID4110283_454211667.mp3]
","eine genaue, klare, exakte, falsche Definition von etwas geben",,5,"De­fi­ni­ti­on, die : <div id=""Bedeutung1a"">
<span class=""content"">genaue Bestimmung eines Begriffes durch Auseinanderlegung, Erklärung seines Inhalts</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Definitio̲n</span></em> <span>[sound:ID4110283_454211667.mp3]</span></dd>
</dl></br>","<div class=""Definition""></div><span class=""beispiel""><span class=""font_normal"">eine genaue, klare, exakte, falsche Definition von etwas geben</span></span>"
78,Definition,1,Definition,0,"De­fi­ni­ti­on, die : 
genaue Bestimmung eines Begriffes durch Auseinanderlegung, Erklärung seines Inhalts

Betonung: 
Definitio̲n [sound:ID4110283_454211667.mp3]
",sich auf eine Definition einigen,,5,"De­fi­ni­ti­on, die : <div id=""Bedeutung1a"">
<span class=""content"">genaue Bestimmung eines Begriffes durch Auseinanderlegung, Erklärung seines Inhalts</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Definitio̲n</span></em> <span>[sound:ID4110283_454211667.mp3]</span></dd>
</dl></br>","<div class=""Definition""></div><span class=""beispiel""><span class=""font_normal"">sich auf eine Definition einigen</span></span>"
79,Defizit,1,Defizit,0,"De­fi­zit, das : 
Fehlbetrag

Betonung: 
De̲fizit [sound:ID4115923_209335025.mp3]
","ein Defizit in der Kasse, in der Außenhandelsbilanz haben",,5,"De­fi­zit, das : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Fehlbetrag</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">De̲fizit</span></em> <span>[sound:ID4115923_209335025.mp3]</span></dd>
</dl></br>","<div class=""Defizit""></div><span class=""beispiel""><span class=""font_normal"">ein Defizit in der Kasse, in der Außenhandelsbilanz haben</span></span>"
79,Defizit,1,Defizit,0,"De­fi­zit, das : 
Fehlbetrag

Betonung: 
De̲fizit [sound:ID4115923_209335025.mp3]
",das Defizit decken,,5,"De­fi­zit, das : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Fehlbetrag</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">De̲fizit</span></em> <span>[sound:ID4115923_209335025.mp3]</span></dd>
</dl></br>","<div class=""Defizit""></div><span class=""beispiel""><span class=""font_normal"">das Defizit decken</span></span>"
79,Defizit,1,Defizit,0,"De­fi­zit, das : 
Mangel

Betonung: 
De̲fizit [sound:ID4115923_209335025.mp3]
",ein Defizit an Nährstoffen,,5,"De­fi­zit, das : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">Mangel</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">De̲fizit</span></em> <span>[sound:ID4115923_209335025.mp3]</span></dd>
</dl></br>","<div class=""Defizit""></div><span class=""beispiel""><span class=""font_normal"">ein Defizit an Nährstoffen</span></span>"
79,Defizit,1,Defizit,0,"De­fi­zit, das : 
Mangel

Betonung: 
De̲fizit [sound:ID4115923_209335025.mp3]
",ein Defizit an Liebe (ein zu geringes Maß an Zuwendung),,5,"De­fi­zit, das : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">Mangel</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">De̲fizit</span></em> <span>[sound:ID4115923_209335025.mp3]</span></dd>
</dl></br>","<div class=""Defizit""></div><span class=""beispiel""><span class=""font_normal"">ein Defizit an Liebe <span class=""font_kursiv"">(ein zu geringes Maß an Zuwendung)</span></span></span>"
80,Depression,1,Depression,0,"De­pres­si­on, die : 
sich in tiefer Niedergeschlagenheit u. a. ausdrückende seelische Erkrankung

Betonung: 
Depressio̲n [sound:ID4107288_2540488.mp3]
",er hat eine schwere Depression,,5,"De­pres­si­on, die : <div id=""Bedeutung1a"">
<span class=""content"">sich in tiefer Niedergeschlagenheit u. a. ausdrückende seelische Erkrankung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Depressio̲n</span></em> <span>[sound:ID4107288_2540488.mp3]</span></dd>
</dl></br>","<div class=""Depression""></div><span class=""beispiel""><span class=""font_normal"">er hat eine schwere Depression</span></span>"
80,Depression,1,Depression,0,"De­pres­si­on, die : 
sich in tiefer Niedergeschlagenheit u. a. ausdrückende seelische Erkrankung

Betonung: 
Depressio̲n [sound:ID4107288_2540488.mp3]
","an, unter Depressionen leiden",,5,"De­pres­si­on, die : <div id=""Bedeutung1a"">
<span class=""content"">sich in tiefer Niedergeschlagenheit u. a. ausdrückende seelische Erkrankung</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Depressio̲n</span></em> <span>[sound:ID4107288_2540488.mp3]</span></dd>
</dl></br>","<div class=""Depression""></div><span class=""beispiel""><span class=""font_normal"">an, unter Depressionen leiden</span></span>"
80,Depression,1,Depression,0,"De­pres­si­on, die : 
Traurigkeit

Betonung: 
Depressio̲n [sound:ID4107288_2540488.mp3]
","wenn ich meine Depression überwinden will, gehe ich einkaufen",,5,"De­pres­si­on, die : <div id=""Bedeutung1b"">
<span class=""content"">Traurigkeit</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Depressio̲n</span></em> <span>[sound:ID4107288_2540488.mp3]</span></dd>
</dl></br>","<div class=""Depression""></div><span class=""beispiel""><span class=""font_normal"">wenn ich meine Depression überwinden will, gehe ich einkaufen</span></span>"
80,Depression,1,Depression,0,"De­pres­si­on, die : 
Phase des Niedergangs im Konjunkturverlauf

Betonung: 
Depressio̲n [sound:ID4107288_2540488.mp3]
",eine weltweite Depression,,5,"De­pres­si­on, die : <div class=""Bedeutung"" id=""Bedeutung2"">
<span class=""content"">Phase des Niedergangs im Konjunkturverlauf</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Depressio̲n</span></em> <span>[sound:ID4107288_2540488.mp3]</span></dd>
</dl></br>","<div class=""Depression""></div><span class=""beispiel""><span class=""font_normal"">eine weltweite Depression</span></span>"
81,Diagnose,1,Diagnose,0,"Di­a­g­no­se, die : 
Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)

Betonung: 
Diagno̲se [sound:ID4112860_172831316.mp3]
","eine richtige, falsche Diagnose",,5,"Di­a­g­no­se, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Diagno̲se</span></em> <span>[sound:ID4112860_172831316.mp3]</span></dd>
</dl></br>","<div class=""Diagnose""></div><span class=""beispiel""><span class=""font_normal"">eine richtige, falsche Diagnose</span></span>"
81,Diagnose,1,Diagnose,0,"Di­a­g­no­se, die : 
Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)

Betonung: 
Diagno̲se [sound:ID4112860_172831316.mp3]
",die ärztliche Diagnose lautete auf Nierenentzündung,,5,"Di­a­g­no­se, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Diagno̲se</span></em> <span>[sound:ID4112860_172831316.mp3]</span></dd>
</dl></br>","<div class=""Diagnose""></div><span class=""beispiel""><span class=""font_normal"">die ärztliche Diagnose lautete auf Nierenentzündung</span></span>"
81,Diagnose,1,Diagnose,0,"Di­a­g­no­se, die : 
Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)

Betonung: 
Diagno̲se [sound:ID4112860_172831316.mp3]
",eine Diagnose stellen,,5,"Di­a­g­no­se, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Diagno̲se</span></em> <span>[sound:ID4112860_172831316.mp3]</span></dd>
</dl></br>","<div class=""Diagnose""></div><span class=""beispiel""><span class=""font_normal"">eine Diagnose stellen</span></span>"
81,Diagnose,1,Diagnose,0,"Di­a­g­no­se, die : 
Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)

Betonung: 
Diagno̲se [sound:ID4112860_172831316.mp3]
",eine Diagnose der politischen Zustände,,5,"Di­a­g­no­se, die : <div class=""Bedeutung"" id=""Bedeutung1"">
<span class=""content"">Feststellung, Bestimmung einer körperlichen oder psychischen Krankheit (durch den Arzt)</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Diagno̲se</span></em> <span>[sound:ID4112860_172831316.mp3]</span></dd>
</dl></br>","<div class=""Diagnose""></div><span class=""beispiel""><span class=""font_normal"">eine Diagnose der politischen Zustände</span></span>"
82,Diebstahl,1,Diebstahl,0,"Dieb­stahl, der : [meist] heimliches Entwenden fremden Eigentums; Stehlen
Betonung: 
Di̲e̲bstahl [sound:ID4136609_104199230.mp3]
","einfacher, schwerer, fortgesetzter Diebstahl",,5,"Dieb­stahl, der : <div class=""content"">[meist] heimliches Entwenden fremden Eigentums; Stehlen</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Di̲e̲bstahl</span></em> <span>[sound:ID4136609_104199230.mp3]</span></dd>
</dl></br>","<div class=""Diebstahl""></div><span class=""beispiel""><span class=""font_normal"">einfacher, schwerer, fortgesetzter Diebstahl</span></span>"
82,Diebstahl,1,Diebstahl,0,"Dieb­stahl, der : [meist] heimliches Entwenden fremden Eigentums; Stehlen
Betonung: 
Di̲e̲bstahl [sound:ID4136609_104199230.mp3]
",geistiger Diebstahl (Plagiat),,5,"Dieb­stahl, der : <div class=""content"">[meist] heimliches Entwenden fremden Eigentums; Stehlen</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Di̲e̲bstahl</span></em> <span>[sound:ID4136609_104199230.mp3]</span></dd>
</dl></br>","<div class=""Diebstahl""></div><span class=""beispiel""><span class=""font_normal"">geistiger Diebstahl <span class=""font_kursiv"">(Plagiat)</span></span></span>"
82,Diebstahl,1,Diebstahl,0,"Dieb­stahl, der : [meist] heimliches Entwenden fremden Eigentums; Stehlen
Betonung: 
Di̲e̲bstahl [sound:ID4136609_104199230.mp3]
",der Diebstahl wurde von einem Kind entdeckt,,5,"Dieb­stahl, der : <div class=""content"">[meist] heimliches Entwenden fremden Eigentums; Stehlen</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Di̲e̲bstahl</span></em> <span>[sound:ID4136609_104199230.mp3]</span></dd>
</dl></br>","<div class=""Diebstahl""></div><span class=""beispiel""><span class=""font_normal"">der Diebstahl wurde von einem Kind entdeckt</span></span>"
82,Diebstahl,1,Diebstahl,0,"Dieb­stahl, der : [meist] heimliches Entwenden fremden Eigentums; Stehlen
Betonung: 
Di̲e̲bstahl [sound:ID4136609_104199230.mp3]
","einen Diebstahl begehen, verüben, anzeigen",,5,"Dieb­stahl, der : <div class=""content"">[meist] heimliches Entwenden fremden Eigentums; Stehlen</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Di̲e̲bstahl</span></em> <span>[sound:ID4136609_104199230.mp3]</span></dd>
</dl></br>","<div class=""Diebstahl""></div><span class=""beispiel""><span class=""font_normal"">einen Diebstahl begehen, verüben, anzeigen</span></span>"
82,Diebstahl,1,Diebstahl,0,"Dieb­stahl, der : [meist] heimliches Entwenden fremden Eigentums; Stehlen
Betonung: 
Di̲e̲bstahl [sound:ID4136609_104199230.mp3]
",jemanden wegen Diebstahls von Werkseigentum verurteilen,,5,"Dieb­stahl, der : <div class=""content"">[meist] heimliches Entwenden fremden Eigentums; Stehlen</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Di̲e̲bstahl</span></em> <span>[sound:ID4136609_104199230.mp3]</span></dd>
</dl></br>","<div class=""Diebstahl""></div><span class=""beispiel""><span class=""font_normal"">jemanden wegen Diebstahls von Werkseigentum verurteilen</span></span>"
82,Diebstahl,1,Diebstahl,0,"Dieb­stahl, der : [meist] heimliches Entwenden fremden Eigentums; Stehlen
Betonung: 
Di̲e̲bstahl [sound:ID4136609_104199230.mp3]
","sich gegen Diebstahl schützen, versichern",,5,"Dieb­stahl, der : <div class=""content"">[meist] heimliches Entwenden fremden Eigentums; Stehlen</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Di̲e̲bstahl</span></em> <span>[sound:ID4136609_104199230.mp3]</span></dd>
</dl></br>","<div class=""Diebstahl""></div><span class=""beispiel""><span class=""font_normal"">sich gegen Diebstahl schützen, versichern</span></span>"
83,Diplom,1,Diplom,1,"Di­p­lom, das : 
amtliche Urkunde über eine abgeschlossene Universitäts- bzw. Fachhochschulausbildung, eine bestandene Prüfung für einen Handwerksberuf o. Ä.

Betonung: 
Diplo̲m [sound:ID4113064_179675494.mp3]
","ein Diplom über die bestandene Prüfung ausstellen, bekommen",,7,"Di­p­lom, das : <div id=""Bedeutung1a"">
<span class=""content"">amtliche Urkunde über eine abgeschlossene Universitäts- bzw. Fachhochschulausbildung, eine bestandene Prüfung für einen Handwerksberuf o. Ä.</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Diplo̲m</span></em> <span>[sound:ID4113064_179675494.mp3]</span></dd>
</dl></br>","<div class=""Diplom""></div><span class=""beispiel""><span class=""font_normal"">ein Diplom über die bestandene Prüfung ausstellen, bekommen</span></span>"
83,Diplom,1,Diplom,1,"Di­p­lom, das : 
berufsbezogener akademischer Grad, der nach einem mit einer Prüfung abgeschlossenen Studium erworben wird

Betonung: 
Diplo̲m [sound:ID4113064_179675494.mp3]
",ein Diplom erwerben,,7,"Di­p­lom, das : <div id=""Bedeutung1b"">
<span class=""content"">berufsbezogener akademischer Grad, der nach einem mit einer Prüfung abgeschlossenen Studium erworben wird</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Diplo̲m</span></em> <span>[sound:ID4113064_179675494.mp3]</span></dd>
</dl></br>","<div class=""Diplom""></div><span class=""beispiel""><span class=""font_normal"">ein Diplom erwerben</span></span>"
83,Diplom,1,Diplom,1,"Di­p­lom, das : 
berufsbezogener akademischer Grad, der nach einem mit einer Prüfung abgeschlossenen Studium erworben wird

Betonung: 
Diplo̲m [sound:ID4113064_179675494.mp3]
",er hat sein Diplom [als Chemiker] gemacht,,7,"Di­p­lom, das : <div id=""Bedeutung1b"">
<span class=""content"">berufsbezogener akademischer Grad, der nach einem mit einer Prüfung abgeschlossenen Studium erworben wird</span>
</div><br><dl>
<dt class=""label"">Betonung: </dt>
<dd class=""content""><em><span class=""font_ph"">Diplo̲m</span></em> <span>[sound:ID4113064_179675494.mp3]</span></dd>
</dl></br>","<div class=""Diplom""></div><span class=""beispiel""><span class=""font_normal"">er hat sein Diplom [als Chemiker] gemacht</span></span>"
